"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-1260","As a user, I want to pick a Customer Service report from the left menu, so that I can work with that specific report.","F-1","F-1","part_042.txt","“Step 2: From the Reports — Customer Service Dashboard, click on a report from the left-hand menu.”"
"US-1261","As a user, I want to enter all required fields for a Customer Service report, so that the system can generate correct results.","F-1","F-1","part_042.txt","“Step 3: Complete all required fields to generate the report.”"
"US-1262","As a user, I want to export a Customer Service report to Excel, so that I can analyze it offline.","F-1","F-1","part_042.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-1263","As a user, I want to export a Customer Service report to PDF, so that I can share a fixed document version.","F-1","F-1","part_042.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-1264","As a user, I want to export a Customer Service report to HTML, so that I can view it in a browser.","F-1","F-1","part_042.txt","“Click [REPORT IN HTM] to generate a HTML report.”"
"US-1265","As a user, I want to open the Director Reports dashboard, so that I can view director-level reports.","F-1","F-1","part_042.txt","“Step1: Click [REPORTS]… Select [DIRECTOR REPORTS] from the dropdown.”"
"US-1266","As a user, I want to choose a Director report from the dashboard menu, so that I can proceed with it.","F-1","F-1","part_042.txt","“Step 2: From the Reports — Director Reports Dashboard, click on a report from the left-hand menu.”"
"US-1267","As a user, I want to complete required fields for a Director report, so that it can be generated successfully.","F-1","F-1","part_042.txt","“Step 3: Complete all required fields to generate the report.”"
"US-1268","As a user, I want to export a Director report to Excel, so that I can work with the data in spreadsheets.","F-1","F-1","part_042.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-1269","As a user, I want to export a Director report to PDF, so that I can distribute a read-only copy.","F-1","F-1","part_042.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-1270","As a user, I want to open the Servicing/Release Reports dashboard, so that I can access servicing and release reports.","F-1","F-1","part_042.txt","“Step 1: Click [REPORTS]… Select [SERVICING/RELEASE REPORTS] from the dropdown.”"
"US-1271","As a user, I want to select a Servicing/Release report from the menu, so that I can run it.","F-1","F-1","part_042.txt","“Step 2: From the Reports — Servicing/Release Reports Dashboard, click on a report from the left-hand menu.”"
"US-1272","As a user, I want to fill in required fields for a Servicing/Release report, so that it can be produced.","F-1","F-1","part_042.txt","“Step 3: Complete all required fields to generate the report.”"
"US-1273","As a user, I want to export a Servicing/Release report to Excel, so that I can review it locally.","F-1","F-1","part_042.txt","“Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-1274","As a user, I want to export a Servicing/Release report to PDF, so that I can share a fixed copy.","F-1","F-1","part_042.txt","“Click [REPORT IN PDF] to generate a PDF report.”"
"US-1275","As a user, I want to open the Accounting Reports dashboard, so that I can access accounting reports.","F-1","F-1","part_042.txt","“Step1: Click [REPORTS]… Select [ACCOUNTING REPORTS] from the dropdown.”"
"US-1276","As a user, I want to pick an Accounting report from the dashboard, so that I can run it.","F-1","F-1","part_042.txt","“Step 2: From the Reports — Accounting Dashboard, click on a report from the left-hand menu.”"
"US-1277","As a user, I want to supply required fields for an Accounting report, so that it can be generated.","F-1","F-1","part_042.txt","“Step 3: Complete all required fields to generate the report.”"
"US-1278","As a user, I want to choose whether to download or recreate an Accounting report, so that I get the version I need.","F-1","F-1","part_042.txt","“Step 4: Select Download Type ‘Download Report from server’ or ‘Recreate Report.’”"
"US-1279","As a user, I want to export an Accounting report to Excel, so that I can analyze accounting data.","F-1","F-1","part_042.txt","“Step5: Click [REPORT IN EXCEL] to generate a report in Microsoft Excel.”"
"US-1280","As a user, I want to export an Accounting report to PDF, so that I can share an immutable version.","F-1","F-1","part_042.txt","“If applicable, click [REPORT IN PDF] to generate a PDF report.”"
"US-1281","As a user, I want to generate an FHASL DAT file from Accounting Reports, so that I can upload data to external systems.","F-1","F-1","part_042.txt","“For Generate FHASL, a [REPORT IN DAT FILE] option is also available.”"
"US-1282","As a user, I want to update my personal account information, so that my contact details remain current.","F-1","F-1","part_042.txt","“Step 1: Edit your User Information as appropriate.”"
"US-1282","As a user, I want to update my personal account information, so that my contact details remain current.","F-2","F-2","part_042.txt","“Step 2: Click [SAVE] to save your changes or [CANCEL] to abandon the changes.”"
"US-1283","As a multi-role user, I want to switch between my assigned roles, so that I can perform tasks with the correct permissions.","F-1","F-1","part_042.txt","“click on your [ROLE]… The dropdown menu will show all your assigned roles.”"
"US-1284","As a user, I want to open the Technical Support pop-up, so that I can request live assistance.","F-1","F-1","part_042.txt","“Step 1: Click the [?]… Step 2: — Click [TECH SUPPORT].”"
"US-1285","As a user, I want to start a live chat with the Help Desk, so that I can resolve issues immediately.","F-1","F-1","part_042.txt","“Step 3: Enter ‘Your Name’ and a Question… Click the box next to ‘I’m not a robot.’”"
"US-1285","As a user, I want to start a live chat with the Help Desk, so that I can resolve issues immediately.","F-2","F-2","part_042.txt","“Step 4: — Click [CHAT Now]”"
"US-1286","As a read-only SMART user, I want to view all notes for a loan, so that I can review its communication history.","F-1","F-1","part_043.txt","“10.2.5 View All Notes”"
"US-1287","As a read-only SMART user, I want to view documents related to a loan, so that I can access supporting files.","F-1","F-1","part_043.txt","“10.2.6 VIEW DOCUMENTS”"
"US-1288","As a read-only SMART user, I want to view borrower history, so that I understand the borrower’s past activity.","F-1","F-1","part_043.txt","“10.2.7 VieW Borrower HiStOry”"
"US-1289","As a SMART user, I want to manage my account, so that my personal settings stay current.","F-1","F-1","part_043.txt","“11.1 Manage ACCOUNL”"
"US-1290","As a SMART user, I want to change roles, so that I can access role-specific functionality.","F-1","F-1","part_043.txt","“11.2 Change ROleS”"
"US-1291","As any user, I want to access the Getting Help section, so that I can quickly find assistance.","F-1","F-1","part_043.txt","“12 Getting HIP”"
"US-1292","As any user, I want to view solutions to common problems, so that I can resolve issues on my own.","F-1","F-1","part_043.txt","“12.2 Solutions tO COMMON PLObleMS”"
"US-1293","As any user, I want guidance for internet and browser issues, so that I can fix connectivity problems.","F-1","F-1","part_043.txt","“12.2.1 Internet and Browser ISSUCS”"
"US-1294","As any user, I want guidance for SMART system issues, so that I can restore application functionality.","F-1","F-1","part_043.txt","“12.2.2 SMART ISSUES”"
"US-1295","As any user, I want to find information on getting more help, so that I know where to escalate unresolved issues.","F-1","F-1","part_043.txt","“12.3 Getting More Help”"
"US-1296","As any user, I want to contact the Help Desk, so that I receive direct assistance.","F-1","F-1","part_043.txt","“12.4 Help De@SK”"
"US-1297","As a logged-in user, I want to land on a main landing page, so that I can orient myself quickly.","F-1","F-1","part_043.txt","“Figure 1: LANGING PAGE!”"
"US-1298","As a user, I want to set up my phone for MFA, so that my account is secured.","F-1","F-1","part_043.txt","“Figure 2: MFA Phone Set-Up”"
"US-1298","As a user, I want to set up my phone for MFA, so that my account is secured.","F-2","F-2","part_043.txt","“Figure 3: MFA Phone Set Up”"
